id,wait,Usage
2875,180.0,Public
2876,10.0,Public
2877,27.5,Public
2878,33.0,Public
2879,15.0,Public
2880,60.0,Public
2881,33.0,Public
2882,1.0,Public
2883,5.0,Public
2884,85.0,Public
2885,88.0,Public
2886,15.0,Public
2887,5.0,Public
2888,120.0,Public
2889,10.0,Public
2890,15.0,Public
2891,78.0,Public
2892,39.0,Public
2893,45.0,Public
2894,20.0,Public
2895,20.0,Public
2896,10.0,Public
2897,15.0,Public
2898,5.0,Public
2899,10.0,Public
2900,18.0,Public
2901,20.0,Public
2902,15.0,Public
2903,60.0,Public
2904,40.0,Public
2905,10.0,Public
2906,20.0,Public
2907,34.0,Public
2908,16.5,Public
2909,25.0,Public
2910,30.0,Public
2911,41.5,Public
2912,28.0,Public
2913,15.0,Public
2914,7.0,Public
2915,56.0,Public
2916,1.0,Public
2917,15.0,Public
2918,20.0,Public
2919,60.0,Public
2920,180.0,Public
2921,30.0,Public
2922,127.0,Public
2923,20.0,Public
2924,20.0,Public
2925,20.0,Public
2926,5.0,Public
2927,32.0,Public
2928,120.0,Public
2929,30.0,Public
2930,10.0,Public
2931,20.0,Public
2932,30.0,Public
2933,45.0,Public
2934,120.0,Public
2935,15.0,Public
2936,20.0,Public
2937,9.5,Public
2938,13.0,Public
2939,90.0,Public
2940,30.0,Public
2941,45.0,Public
2942,10.0,Public
2943,17.0,Public
2944,32.75,Public
2945,15.0,Public
2946,15.0,Public
2947,20.0,Public
2948,8.333333333333334,Public
2949,20.0,Public
2950,15.0,Public
2951,15.0,Public
2952,9.0,Public
2953,30.0,Public
2954,90.0,Public
2955,15.0,Public
2956,83.33333333333333,Public
2957,11.0,Public
2958,15.0,Public
2959,113.0,Public
2960,22.0,Public
2961,92.0,Public
2962,100.0,Public
2963,45.0,Public
2964,13.0,Public
2965,10.0,Public
2966,86.0,Public
2967,10.0,Public
2968,30.0,Public
2969,30.0,Public
2970,33.0,Public
2971,11.5,Public
2972,390.0,Public
2973,80.0,Public
2974,28.0,Public
2975,82.0,Public
2976,106.0,Public
2977,30.0,Public
2978,5.0,Public
2979,15.0,Public
2980,150.0,Public
2981,13.0,Public
2982,72.0,Public
2983,5.0,Public
2984,60.0,Public
2985,57.0,Public
2986,5.0,Public
2987,10.0,Public
2988,850.0,Public
2989,80.0,Public
2990,15.0,Public
2991,6.0,Public
2992,30.0,Public
2993,45.0,Public
2994,24.33333333333333,Public
2995,5.0,Public
2996,20.0,Public
2997,15.0,Public
2998,95.0,Public
2999,0.0,Public
3000,30.0,Public
3001,10.0,Public
3002,38.0,Public
3003,75.0,Public
3004,17.0,Public
3005,13.333333333333334,Public
3006,5.0,Public
3007,50.0,Public
3008,35.0,Public
3009,10.0,Public
3010,1.0,Public
3011,30.0,Public
3012,18.0,Public
3013,42.0,Public
3014,30.0,Public
3015,360.0,Public
3016,5.0,Public
3017,140.0,Public
3018,3.0,Public
3019,15.0,Public
3020,75.0,Public
3021,30.0,Public
3022,60.0,Public
3023,41.0,Public
3024,10.0,Public
3025,13.0,Public
3026,15.0,Public
3027,20.0,Public
3028,120.0,Public
3029,20.0,Public
3030,60.0,Public
3031,42.0,Public
3032,13.0,Public
3033,15.0,Public
3034,5.0,Public
3035,5.0,Public
3036,1.0,Public
3037,10.0,Public
3038,20.0,Public
3039,9.0,Public
3040,27.0,Public
3041,23.0,Public
3042,10.0,Public
3043,20.0,Public
3044,8.0,Public
3045,18.0,Public
3046,20.0,Public
3047,20.0,Public
3048,45.0,Public
3049,39.333333333333336,Public
3050,3.0,Public
3051,30.0,Public
3052,20.0,Public
3053,50.0,Public
3054,10.0,Public
3055,20.0,Public
3056,1320.0,Public
3057,20.0,Public
3058,90.0,Public
3059,48.0,Public
3060,13.0,Public
3061,15.0,Public
3062,5.0,Public
3063,5.0,Public
3064,15.0,Public
3065,15.0,Public
3066,30.0,Public
3067,10.0,Public
3068,10.0,Public
3069,20.0,Public
3070,6.0,Public
3071,15.0,Public
3072,60.0,Public
3073,30.0,Public
3074,7.0,Public
3075,0.0,Public
3076,105.0,Public
3077,10.0,Public
3078,90.0,Public
3079,24.33333333333333,Public
3080,45.0,Public
3081,5.0,Public
3082,74.0,Public
3083,20.0,Public
3084,5.0,Public
3085,5.0,Public
3086,10.0,Public
3087,40.0,Public
3088,28.0,Public
3089,73.0,Public
3090,10.0,Public
3091,20.0,Public
3092,20.0,Public
3093,38.0,Public
3094,60.0,Public
3095,10.0,Public
3096,6.0,Public
3097,5.0,Public
3098,15.0,Public
3099,92.5,Public
3100,10.0,Public
3101,20.0,Public
3102,15.0,Public
3103,5.0,Public
3104,34.0,Public
3105,60.0,Public
3106,3.0,Public
3107,38.0,Public
3108,5.0,Public
3109,5.0,Public
3110,15.0,Public
3111,13.0,Public
3112,90.0,Public
3113,10.0,Public
3114,8.0,Public
3115,18.0,Public
3116,10.0,Public
3117,39.0,Public
3118,20.0,Public
3119,15.0,Public
3120,10.0,Public
3121,30.0,Public
3122,20.0,Public
3123,20.0,Public
3124,60.0,Public
3125,18.0,Public
3126,10.0,Public
3127,10.0,Public
3128,15.0,Public
3129,93.0,Public
3130,180.0,Public
3131,20.0,Public
3132,15.0,Public
3133,29.0,Public
3134,45.0,Public
3135,69.0,Public
3136,10.0,Public
3137,45.0,Public
3138,5.0,Public
3139,20.0,Public
3140,10.0,Public
3141,5.0,Public
3142,10.0,Public
3143,5.0,Public
3144,20.0,Public
3145,300.0,Public
3146,5.0,Public
3147,20.0,Public
3148,30.0,Public
3149,30.0,Public
3150,27.0,Public
3151,120.0,Public
3152,27.0,Public
3153,30.0,Public
3154,5.0,Public
3155,5.0,Public
3156,5.0,Public
3157,44.0,Public
3158,30.0,Public
3159,5.0,Public
3160,20.0,Public
3161,30.0,Public
3162,13.0,Public
3163,62.0,Public
3164,20.0,Public
3165,20.0,Public
3166,10.0,Public
3167,8.0,Public
3168,13.0,Public
3169,11.666666666666666,Public
3170,30.0,Public
3171,10.0,Public
3172,5.0,Public
3173,18.0,Public
3174,10.0,Public
3175,150.0,Public
3176,20.0,Public
3177,10.0,Public
3178,20.0,Public
3179,150.0,Public
3180,20.0,Public
3181,25.0,Public
3182,15.0,Public
3183,20.0,Public
3184,30.0,Public
3185,15.0,Public
3186,90.0,Public
3187,9.0,Public
3188,31.0,Public
3189,30.0,Public
3190,30.0,Public
3191,15.0,Public
3192,160.0,Public
3193,26.5,Public
3194,21.5,Public
3195,20.0,Public
3196,10.0,Public
3197,27.0,Public
3198,125.0,Public
3199,70.0,Public
3200,10.0,Public
3201,60.0,Public
3202,96.66666666666669,Public
3203,8.0,Public
3204,30.0,Public
3205,10.0,Public
3206,240.0,Public
3207,14.0,Public
3208,5.0,Public
3209,25.33333333333333,Public
3210,15.0,Public
3211,13.0,Public
3212,35.0,Public
3213,25.0,Public
3214,315.0,Public
3215,10.0,Public
3216,14.0,Public
3217,120.0,Public
3218,20.0,Public
3219,60.0,Public
3220,42.5,Public
3221,10.0,Public
3222,10.0,Public
3223,40.0,Public
3224,32.5,Public
3225,50.0,Public
3226,45.0,Public
3227,18.0,Public
3228,10.0,Public
3229,5.0,Public
3230,10.0,Public
3231,19.0,Public
3232,23.0,Public
3233,83.0,Public
3234,61.0,Public
3235,21.0,Public
3236,6.666666666666667,Public
3237,10.0,Public
3238,60.0,Public
3239,10.0,Public
3240,30.0,Public
3241,25.0,Public
3242,18.0,Public
3243,15.0,Public
3244,50.0,Public
3245,5.0,Public
3246,10.0,Public
3247,240.0,Public
3248,10.0,Public
3249,5.0,Public
3250,10.0,Public
3251,20.0,Public
3252,7.0,Public
3253,5.0,Public
3254,24.0,Public
3255,15.0,Public
3256,10.0,Public
3257,16.0,Public
3258,30.0,Public
3259,18.0,Public
3260,8.0,Public
3261,5.0,Public
3262,88.0,Public
3263,4.0,Public
3264,20.0,Public
3265,5.0,Public
3266,30.0,Public
3267,60.0,Public
3268,11.333333333333334,Public
3269,5.0,Public
3270,15.0,Public
3271,30.0,Public
3272,5.0,Public
3273,841.0,Public
3274,10.0,Public
3275,5.0,Public
3276,90.0,Public
3277,20.0,Public
3278,35.0,Public
3279,60.0,Public
3280,20.0,Public
3281,15.0,Public
3282,49.5,Public
3283,18.0,Public
3284,15.0,Public
3285,46.25,Public
3286,5.0,Public
3287,10.0,Public
3288,45.0,Public
3289,15.0,Public
3290,135.0,Public
3291,60.0,Public
3292,20.0,Public
3293,17.0,Public
3294,13.0,Public
3295,52.0,Public
3296,13.0,Public
3297,30.0,Public
3298,15.0,Public
3299,18.0,Public
3300,60.0,Public
3301,60.5,Public
3302,10.0,Public
3303,21.666666666666668,Public
3304,15.0,Public
3305,20.0,Public
3306,15.0,Public
3307,253.5,Public
3308,15.0,Public
3309,1.0,Public
3310,20.0,Public
3311,7.0,Public
3312,15.0,Public
3313,10.0,Public
3314,60.0,Public
3315,13.0,Public
3316,40.0,Public
3317,20.0,Public
3318,5.0,Public
3319,15.0,Public
3320,5.0,Public
3321,10.0,Public
3322,5.0,Public
3323,30.0,Public
3324,30.0,Public
3325,10.0,Public
3326,300.0,Public
3327,120.0,Public
3328,5.0,Public
3329,8.0,Public
3330,10.0,Public
3331,5.0,Public
3332,5.0,Public
3333,38.0,Public
3334,43.0,Public
3335,10.0,Public
3336,5.0,Private
3337,5.0,Private
3338,15.0,Private
3339,7.0,Private
3340,15.0,Private
3341,30.0,Private
3342,15.0,Private
3343,30.0,Private
3344,180.0,Private
3345,10.0,Private
3346,25.0,Private
3347,240.0,Private
3348,1.0,Private
3349,83.0,Private
3350,25.0,Private
3351,10.0,Private
3352,30.0,Private
3353,60.0,Private
3354,25.83333333333333,Private
3355,15.0,Private
3356,35.0,Private
3357,10.0,Private
3358,30.0,Private
3359,10.0,Private
3360,10.0,Private
3361,10.0,Private
3362,10.0,Private
3363,30.0,Private
3364,30.0,Private
3365,30.0,Private
3366,480.0,Private
3367,105.0,Private
3368,5.0,Private
3369,180.0,Private
3370,15.0,Private
3371,3.0,Private
3372,10.0,Private
3373,1.0,Private
3374,50.0,Private
3375,2.0,Private
3376,38.0,Private
3377,23.0,Private
3378,22.0,Private
3379,5.0,Private
3380,25.0,Private
3381,90.0,Private
3382,8.0,Private
3383,5.0,Private
3384,10.0,Private
3385,10.0,Private
3386,60.0,Private
3387,15.0,Private
3388,60.0,Private
3389,5.0,Private
3390,20.0,Private
3391,20.0,Private
3392,21.0,Private
3393,30.0,Private
3394,15.0,Private
3395,5.0,Private
3396,60.0,Private
3397,12.5,Private
3398,60.0,Private
3399,20.0,Private
3400,28.0,Private
3401,5.0,Private
3402,120.66666666666669,Private
3403,20.0,Private
3404,5.0,Private
3405,20.0,Private
3406,38.0,Private
3407,40.0,Private
3408,23.0,Private
3409,15.0,Private
3410,30.0,Private
3411,120.0,Private
3412,20.0,Private
3413,84.0,Private
3414,120.0,Private
3415,10.0,Private
3416,10.0,Private
3417,120.0,Private
3418,50.0,Private
3419,3.0,Private
3420,5.0,Private
3421,9.0,Private
3422,5.0,Private
3423,30.0,Private
3424,2.0,Private
3425,35.0,Private
3426,10.0,Private
3427,15.0,Private
3428,204.0,Private
3429,90.0,Private
3430,5.0,Private
3431,30.0,Private
3432,38.0,Private
3433,5.0,Private
3434,5.0,Private
3435,10.0,Private
3436,20.0,Private
3437,27.0,Private
3438,66.5,Private
3439,60.0,Private
3440,10.0,Private
3441,10.0,Private
3442,42.0,Private
3443,17.0,Private
3444,20.0,Private
3445,20.0,Private
3446,21.5,Private
3447,14.0,Private
3448,30.0,Private
3449,65.0,Private
3450,45.0,Private
3451,9.0,Private
3452,20.0,Private
3453,5.0,Private
3454,20.0,Private
3455,180.0,Private
3456,10.0,Private
3457,30.0,Private
3458,60.0,Private
3459,5.0,Private
3460,30.0,Private
3461,3.0,Private
3462,5.0,Private
3463,155.0,Private
3464,37.0,Private
3465,42.5,Private
3466,15.0,Private
3467,20.0,Private
3468,10.0,Private
3469,97.0,Private
3470,240.0,Private
3471,30.0,Private
3472,15.0,Private
3473,15.0,Private
3474,5.0,Private
3475,45.0,Private
3476,10.0,Private
3477,38.0,Private
3478,5.0,Private
3479,10.0,Private
3480,60.0,Private
3481,18.0,Private
3482,15.0,Private
3483,40.0,Private
3484,5.0,Private
3485,10.0,Private
3486,47.0,Private
3487,40.0,Private
3488,20.0,Private
3489,5.0,Private
3490,30.0,Private
3491,27.0,Private
3492,60.0,Private
3493,30.0,Private
3494,12.0,Private
3495,45.0,Private
3496,68.0,Private
3497,10.0,Private
3498,10.0,Private
3499,20.0,Private
3500,25.0,Private
3501,75.0,Private
3502,45.0,Private
3503,10.0,Private
3504,13.0,Private
3505,20.0,Private
3506,12.0,Private
3507,10.0,Private
3508,30.0,Private
3509,5.0,Private
3510,5.0,Private
3511,99.0,Private
3512,60.0,Private
3513,20.0,Private
3514,30.0,Private
3515,5.0,Private
3516,15.0,Private
3517,60.0,Private
3518,20.0,Private
3519,10.0,Private
3520,5.0,Private
3521,60.0,Private
3522,12.0,Private
3523,25.0,Private
3524,48.0,Private
3525,15.0,Private
3526,10.0,Private
3527,30.0,Private
3528,75.0,Private
3529,20.0,Private
3530,30.0,Private
3531,83.0,Private
3532,45.0,Private
3533,10.0,Private
3534,30.0,Private
3535,10.0,Private
3536,20.0,Private
3537,25.0,Private
3538,15.0,Private
3539,60.0,Private
3540,15.0,Private
3541,30.0,Private
3542,60.0,Private
3543,20.0,Private
3544,5.0,Private
3545,13.0,Private
3546,15.0,Private
3547,30.0,Private
3548,15.0,Private
3549,19.0,Private
3550,30.0,Private
3551,20.0,Private
3552,20.0,Private
3553,15.0,Private
3554,5.0,Private
3555,30.0,Private
3556,15.0,Private
3557,30.0,Private
3558,17.0,Private
3559,5.0,Private
3560,45.0,Private
3561,12.0,Private
3562,10.0,Private
3563,15.0,Private
3564,5.0,Private
3565,20.0,Private
3566,10.0,Private
3567,15.0,Private
3568,15.0,Private
3569,8.0,Private
3570,45.0,Private
3571,120.0,Private
3572,5.0,Private
3573,20.0,Private
3574,5.0,Private
3575,2.0,Private
3576,120.0,Private
3577,30.0,Private
3578,45.0,Private
3579,15.0,Private
3580,22.5,Private
3581,10.0,Private
3582,60.0,Private
3583,9.0,Private
3584,5.0,Private
3585,20.0,Private
3586,10.0,Private
3587,82.0,Private
3588,30.0,Private
3589,60.0,Private
3590,71.0,Private
3591,54.0,Private
3592,13.0,Private
3593,5.0,Private
3594,10.0,Private
3595,20.0,Private
3596,60.0,Private
3597,15.0,Private
3598,10.0,Private
3599,16.0,Private
3600,48.0,Private
3601,3.0,Private
3602,20.0,Private
3603,30.0,Private
3604,10.0,Private
3605,45.0,Private
3606,13.0,Private
3607,5.0,Private
3608,15.0,Private
3609,15.0,Private
3610,5.0,Private
3611,5.0,Private
3612,10.0,Private
3613,20.0,Private
3614,5.0,Private
3615,105.0,Private
3616,2.0,Private
3617,50.0,Private
3618,364.0,Private
3619,60.0,Private
3620,28.0,Private
3621,45.0,Private
3622,13.0,Private
3623,5.0,Private
3624,30.0,Private
3625,10.0,Private
3626,105.0,Private
3627,140.0,Private
3628,15.0,Private
3629,435.0,Private
3630,5.0,Private
3631,30.0,Private
3632,20.0,Private
3633,15.0,Private
3634,60.0,Private
3635,5.0,Private
3636,40.0,Private
3637,18.0,Private
3638,0.0,Private
3639,5.0,Private
3640,90.0,Private
3641,60.0,Private
3642,45.0,Private
3643,35.0,Private
3644,15.0,Private
3645,10.5,Private
3646,7.0,Private
3647,2.0,Private
3648,30.0,Private
3649,5.0,Private
3650,5.0,Private
3651,180.0,Private
3652,37.0,Private
3653,2.0,Private
3654,8.0,Private
3655,10.0,Private
3656,30.0,Private
3657,110.0,Private
3658,79.0,Private
3659,60.0,Private
3660,24.0,Private
3661,10.0,Private
3662,60.0,Private
3663,5.0,Private
3664,15.0,Private
3665,10.0,Private
3666,5.0,Private
3667,5.0,Private
3668,60.0,Private
3669,13.0,Private
3670,49.0,Private
3671,35.5,Private
3672,45.0,Private
3673,95.0,Private
3674,10.0,Private
3675,9.0,Private
3676,10.0,Private
3677,10.0,Private
3678,5.0,Private
3679,10.0,Private
3680,10.0,Private
3681,5.0,Private
3682,30.0,Private
3683,15.0,Private
3684,45.0,Private
3685,5.0,Private
3686,30.0,Private
3687,40.0,Private
3688,45.0,Private
3689,45.0,Private
3690,5.0,Private
3691,5.0,Private
3692,15.0,Private
3693,20.0,Private
3694,30.0,Private
3695,10.0,Private
3696,9.5,Private
3697,15.0,Private
3698,8.0,Private
3699,20.0,Private
3700,165.0,Private
3701,10.0,Private
3702,61.0,Private
3703,20.0,Private
3704,120.0,Private
3705,18.0,Private
3706,180.0,Private
3707,30.0,Private
3708,33.0,Private
3709,12.0,Private
3710,120.0,Private
3711,165.0,Private
3712,20.0,Private
3713,5.0,Private
3714,40.0,Private
3715,5.0,Private
3716,15.0,Private
3717,45.0,Private
3718,15.0,Private
3719,61.0,Private
3720,10.0,Private
3721,25.0,Private
3722,5.0,Private
3723,20.0,Private
3724,10.0,Private
3725,10.0,Private
3726,13.0,Private
3727,10.0,Private
3728,30.0,Private
3729,10.0,Private
3730,10.0,Private
3731,10.0,Private
3732,2.0,Private
3733,10.0,Private
3734,5.0,Private
3735,120.0,Private
3736,38.0,Private
3737,25.0,Private
3738,45.0,Private
3739,30.0,Private
3740,20.0,Private
3741,48.0,Private
3742,15.0,Private
3743,5.0,Private
3744,30.666666666666668,Private
3745,10.0,Private
3746,13.0,Private
3747,30.0,Private
3748,5.0,Private
3749,15.0,Private
3750,28.0,Private
3751,10.0,Private
3752,120.0,Private
3753,5.0,Private
3754,20.0,Private
3755,20.0,Private
3756,15.0,Private
3757,20.0,Private
3758,165.0,Private
3759,17.0,Private
3760,120.0,Private
3761,25.0,Private
3762,1.0,Private
3763,20.0,Private
3764,15.0,Private
3765,30.0,Private
3766,5.0,Private
3767,16.0,Private
3768,30.0,Private
3769,19.0,Private
3770,10.0,Private
3771,14.0,Private
3772,25.0,Private
3773,20.0,Private
3774,10.0,Private
3775,15.0,Private
3776,45.0,Private
3777,20.0,Private
3778,10.0,Private
3779,15.0,Private
3780,5.0,Private
3781,30.0,Private
3782,25.0,Private
3783,10.0,Private
3784,18.0,Private
3785,20.0,Private
3786,3.0,Private
3787,25.0,Private
3788,10.0,Private
3789,10.0,Private
3790,20.0,Private
3791,45.0,Private
3792,240.0,Private
3793,15.0,Private
3794,20.0,Private
3795,5.0,Private
3796,5.0,Private
3797,1.0,Private
3798,20.0,Private
3799,1.0,Private
3800,15.0,Private
3801,150.0,Private
3802,15.0,Private
3803,20.0,Private
3804,10.0,Private
3805,18.0,Private
3806,12.0,Private
3807,15.0,Private
3808,30.0,Private
3809,10.0,Private
3810,26.5,Private
3811,40.0,Private
3812,15.0,Private
3813,10.0,Private
3814,1.0,Private
3815,15.0,Private
3816,305.0,Private
3817,5.0,Private
3818,60.0,Private
3819,20.0,Private
3820,17.0,Private
3821,70.0,Private
3822,15.0,Private
3823,10.0,Private
3824,20.0,Private
3825,25.0,Private
3826,30.0,Private
3827,10.0,Private
3828,20.0,Private
3829,14.0,Private
3830,60.0,Private
3831,15.0,Private
3832,5.0,Private
3833,20.0,Private
3834,11.0,Private
3835,5.0,Private
3836,10.0,Private
3837,30.0,Private
3838,30.0,Private
3839,20.0,Private
3840,180.0,Private
3841,0.0,Private
3842,5.0,Private
3843,5.0,Private
3844,35.0,Private
3845,5.0,Private
3846,30.0,Private
3847,15.0,Private
3848,30.0,Private
3849,23.0,Private
3850,45.0,Private
3851,5.0,Private
3852,10.0,Private
3853,5.0,Private
3854,6.0,Private
3855,300.0,Private
3856,1.0,Private
3857,45.0,Private
3858,60.0,Private
3859,30.0,Private
3860,45.0,Private
3861,15.0,Private
3862,39.0,Private
3863,13.0,Private
3864,180.0,Private
3865,30.0,Private
3866,7.0,Private
3867,110.0,Private
3868,15.0,Private
3869,10.0,Private
3870,40.0,Private
3871,10.0,Private
3872,10.0,Private
3873,5.0,Private
3874,60.0,Private
3875,30.0,Private
3876,5.0,Private
3877,24.0,Private
3878,5.0,Private
3879,45.0,Private
3880,14.0,Private
3881,63.0,Private
3882,5.0,Private
3883,25.0,Private
3884,5.0,Private
3885,5.0,Private
3886,20.0,Private
3887,15.0,Private
3888,5.0,Private
3889,17.0,Private
3890,1.0,Private
3891,20.0,Private
3892,15.0,Private
3893,87.0,Private
3894,181.0,Private
3895,60.0,Private
3896,32.0,Private
3897,20.0,Private
3898,10.0,Private
3899,70.0,Private
3900,60.0,Private
3901,30.0,Private
3902,20.0,Private
3903,10.0,Private
3904,6.0,Private
3905,90.0,Private
3906,16.0,Private
3907,5.0,Private
3908,5.0,Private
3909,510.0,Private
3910,5.0,Private
3911,40.0,Private
3912,83.0,Private
3913,20.0,Private
3914,30.0,Private
3915,30.0,Private
3916,61.0,Private
3917,45.0,Private
3918,36.5,Private
3919,5.0,Private
3920,5.0,Private
3921,60.0,Private
3922,5.0,Private
3923,10.0,Private
3924,5.0,Private
3925,135.0,Private
3926,41.66666666666666,Private
3927,120.0,Private
3928,10.0,Private
3929,120.0,Private
3930,30.0,Private
3931,10.0,Private
3932,30.0,Private
3933,10.0,Private
3934,20.0,Private
3935,23.0,Private
3936,17.5,Private
3937,15.0,Private
3938,60.0,Private
3939,10.0,Private
3940,140.0,Private
3941,10.0,Private
3942,8.0,Private
3943,21.0,Private
3944,30.0,Private
3945,300.0,Private
3946,15.0,Private
3947,30.0,Private
3948,15.0,Private
3949,42.0,Private
3950,20.0,Private
3951,34.0,Private
3952,30.0,Private
3953,20.0,Private
3954,5.0,Private
3955,15.0,Private
3956,5.0,Private
3957,31.0,Private
3958,10.0,Private
3959,30.0,Private
3960,31.0,Private
3961,9.0,Private
3962,100.0,Private
3963,13.0,Private
3964,5.0,Private
3965,10.0,Private
3966,20.0,Private
3967,15.0,Private
3968,10.0,Private
3969,120.0,Private
3970,15.0,Private
3971,20.0,Private
3972,30.0,Private
3973,55.0,Private
3974,10.0,Private
3975,27.0,Private
3976,13.0,Private
3977,15.0,Private
3978,10.0,Private
3979,15.0,Private
3980,15.0,Private
3981,20.0,Private
3982,8.0,Private
3983,15.0,Private
3984,35.0,Private
3985,5.0,Private
3986,45.0,Private
3987,109.0,Private
3988,113.0,Private
3989,960.0,Private
3990,1.0,Private
3991,8.0,Private
3992,45.0,Private
3993,28.0,Private
3994,60.0,Private
3995,30.0,Private
3996,17.5,Private
3997,20.0,Private
3998,30.0,Private
3999,124.0,Private
4000,14.5,Private
4001,5.0,Private
4002,20.0,Private
4003,5.0,Private
4004,15.0,Private
4005,0.0,Private
4006,15.0,Private
4007,5.0,Private
4008,10.666666666666666,Private
4009,5.0,Private
4010,45.0,Private
4011,10.0,Private
4012,5.0,Private
4013,10.0,Private
4014,15.0,Private
4015,14.0,Private
4016,5.0,Private
4017,18.0,Private
4018,10.0,Private
4019,30.0,Private
4020,44.0,Private
4021,5.0,Private
4022,28.0,Private
4023,5.0,Private
4024,1.0,Private
4025,25.0,Private
4026,5.0,Private
4027,300.0,Private
4028,60.0,Private
4029,20.0,Private
4030,10.0,Private
4031,15.0,Private
4032,15.0,Private
4033,60.0,Private
4034,38.0,Private
4035,10.0,Private
4036,60.0,Private
4037,240.0,Private
4038,20.0,Private
4039,40.0,Private
4040,10.0,Private
4041,15.0,Private
4042,240.0,Private
4043,15.0,Private
4044,6.0,Private
4045,30.0,Private
4046,5.0,Private
4047,38.0,Private
4048,15.0,Private
4049,120.0,Private
4050,45.0,Private
4051,5.0,Private
4052,15.0,Private
4053,30.0,Private
4054,20.0,Private
4055,20.0,Private
4056,19.166666666666668,Private
4057,50.0,Private
4058,45.0,Private
4059,28.0,Private
4060,20.0,Private
4061,15.0,Private
4062,5.0,Private
4063,13.0,Private
4064,45.0,Private
4065,6.0,Private
4066,31.5,Private
4067,22.0,Private
4068,240.0,Private
4069,5.0,Private
4070,10.0,Private
4071,120.0,Private
4072,34.0,Private
4073,15.0,Private
4074,20.0,Private
4075,20.0,Private
4076,200.0,Private
4077,27.0,Private
4078,18.33333333333333,Private
4079,400.0,Private
4080,8.0,Private
4081,8.0,Private
4082,22.5,Private
4083,94.0,Private
4084,20.0,Private
4085,15.0,Private
4086,5.0,Private
4087,8.0,Private
4088,480.0,Private
4089,18.0,Private
4090,30.0,Private
4091,23.0,Private
4092,3.0,Private
4093,15.0,Private
4094,30.0,Private
4095,60.0,Private
4096,10.0,Private
4097,13.0,Private
4098,10.0,Private
4099,5.0,Private
4100,10.0,Private
4101,25.0,Private
4102,48.0,Private
4103,5.0,Private
4104,7.5,Private
4105,90.0,Private
4106,5.0,Private
4107,45.0,Private
4108,35.0,Private
4109,10.0,Private
4110,15.0,Private
4111,15.0,Private
4112,10.0,Private
4113,5.0,Private
4114,120.0,Private
4115,20.0,Private
4116,14.0,Private
4117,10.0,Private
4118,30.0,Private
4119,480.0,Private
4120,20.0,Private
4121,13.333333333333334,Private
4122,10.0,Private
4123,95.0,Private
4124,15.0,Private
4125,100.0,Private
4126,15.0,Private
4127,10.0,Private
4128,180.0,Private
4129,5.0,Private
4130,5.0,Private
4131,27.0,Private
4132,10.0,Private
4133,20.0,Private
4134,21.0,Private
4135,50.0,Private
4136,50.0,Private
4137,10.0,Private
4138,30.0,Private
4139,5.0,Private
4140,150.0,Private
4141,10.0,Private
4142,17.0,Private
4143,18.0,Private
4144,40.0,Private
4145,10.0,Private
4146,20.0,Private
4147,90.0,Private
4148,10.0,Private
4149,12.0,Private
4150,20.0,Private
4151,20.0,Private
4152,25.0,Private
4153,45.0,Private
4154,23.0,Private
4155,8.333333333333334,Private
4156,10.0,Private
4157,45.0,Private
4158,10.0,Private
4159,15.0,Private
4160,60.0,Private
4161,30.0,Private
4162,7.5,Private
4163,30.0,Private
4164,15.0,Private
4165,95.0,Private
4166,50.0,Private
4167,180.0,Private
4168,20.0,Private
4169,10.0,Private
4170,30.0,Private
4171,10.0,Private
4172,24.0,Private
4173,10.0,Private
4174,10.0,Private
4175,20.0,Private
4176,10.0,Private
4177,8.0,Private
4178,45.0,Private
4179,20.0,Private
4180,5.0,Private
4181,10.0,Private
4182,15.0,Private
4183,1.0,Private
4184,62.0,Private
4185,20.0,Private
4186,61.0,Private
4187,15.0,Private
4188,180.0,Private
4189,160.0,Private
4190,90.0,Private
4191,75.0,Private
4192,40.0,Private
4193,90.0,Private
4194,120.0,Private
4195,5.0,Private
4196,60.0,Private
4197,2.0,Private
4198,10.0,Private
4199,15.0,Private
4200,8.0,Private
4201,30.0,Private
4202,10.0,Private
4203,69.0,Private
4204,120.0,Private
4205,10.0,Private
4206,35.0,Private
4207,10.0,Private
4208,30.0,Private
4209,5.0,Private
4210,5.0,Private
4211,20.0,Private
4212,5.0,Private
4213,53.0,Private
4214,20.0,Private
4215,15.0,Private
4216,15.0,Private
4217,10.0,Private
4218,15.0,Private
4219,22.0,Private
4220,87.5,Private
4221,13.0,Private
4222,45.0,Private
4223,20.0,Private
4224,17.0,Private
4225,5.0,Private
4226,8.333333333333334,Private
4227,15.0,Private
4228,45.0,Private
4229,23.0,Private
4230,37.333333333333336,Private
4231,20.0,Private
4232,40.0,Private
4233,20.0,Private
4234,1.0,Private
4235,13.0,Private
4236,20.0,Private
4237,10.0,Private
4238,5.0,Private
4239,5.0,Private
4240,15.0,Private
4241,15.0,Private
4242,10.0,Private
4243,42.0,Private
4244,30.0,Private
4245,18.0,Private
4246,30.0,Private
4247,45.0,Private
4248,30.0,Private
4249,49.0,Private
4250,32.0,Private
4251,10.0,Private
4252,13.333333333333334,Private
4253,27.0,Private
4254,20.0,Private
4255,8.0,Private
4256,51.0,Private
4257,27.0,Private
4258,120.0,Private
4259,70.0,Private
4260,45.0,Private
4261,15.0,Private
4262,30.0,Private
4263,20.0,Private
